PassengerId,Pclass,Sex,Age,Parch,Embarked,Title,Deck,FamilySize,IsAlone
578,1,1,39.0,0,0,Mrs,4,2,0
579,3,1,35.0,0,1,Mrs,8,2,0
580,3,0,32.0,0,0,Mr,8,1,1
581,2,1,25.0,1,0,Miss,8,3,0
582,1,1,39.0,1,1,Mrs,2,3,0
583,2,0,54.0,0,0,Mr,8,1,1
584,1,0,36.0,0,1,Mr,0,1,1
585,3,0,30.0,0,1,Mr,8,1,1
586,1,1,18.0,2,0,Miss,4,3,0
587,2,0,47.0,0,0,Mr,8,1,1
588,1,0,60.0,1,1,Mr,1,3,0
589,3,0,22.0,0,0,Mr,8,1,1
590,3,0,30.0,0,0,Mr,8,1,1
591,3,0,35.0,0,0,Mr,8,1,1
592,1,1,52.0,0,1,Mrs,3,2,0
593,3,0,47.0,0,0,Mr,8,1,1
594,3,1,21.0,2,2,Miss,8,3,0
595,2,0,37.0,0,0,Mr,8,2,0
596,3,0,36.0,1,0,Mr,8,3,0
597,2,1,21.0,0,0,Miss,8,1,1
598,3,0,49.0,0,0,Mr,8,1,1
599,3,0,30.0,0,1,Mr,8,1,1
600,1,0,49.0,0,1,Rare,0,2,0
601,2,1,24.0,1,0,Mrs,8,4,0
602,3,0,30.0,0,0,Mr,8,1,1
603,1,0,30.0,0,0,Mr,8,1,1
604,3,0,44.0,0,0,Mr,8,1,1
605,1,0,35.0,0,1,Mr,8,1,1
606,3,0,36.0,0,0,Mr,8,2,0
607,3,0,30.0,0,0,Mr,8,1,1
608,1,0,27.0,0,0,Mr,8,1,1
609,2,1,22.0,2,1,Mrs,8,4,0
610,1,1,40.0,0,0,Miss,2,1,1
611,3,1,39.0,5,0,Mrs,8,7,0
612,3,0,30.0,0,0,Mr,8,1,1
613,3,1,21.0,0,2,Miss,8,2,0
614,3,0,30.0,0,2,Mr,8,1,1
615,3,0,35.0,0,0,Mr,8,1,1
616,2,1,24.0,2,0,Miss,8,4,0
617,3,0,34.0,1,0,Mr,8,3,0
618,3,1,26.0,0,0,Mrs,8,2,0
619,2,1,4.0,1,0,Miss,5,4,0
620,2,0,26.0,0,0,Mr,8,1,1
621,3,0,27.0,0,1,Mr,8,2,0
622,1,0,42.0,0,0,Mr,3,2,0
623,3,0,20.0,1,1,Mr,8,3,0
624,3,0,21.0,0,0,Mr,8,1,1
625,3,0,21.0,0,0,Mr,8,1,1
626,1,0,61.0,0,0,Mr,3,1,1
627,2,0,57.0,0,2,Rare,8,1,1
628,1,1,21.0,0,0,Miss,3,1,1
629,3,0,26.0,0,0,Mr,8,1,1
630,3,0,30.0,0,2,Mr,8,1,1
631,1,0,80.0,0,0,Mr,0,1,1
632,3,0,51.0,0,0,Mr,8,1,1
633,1,0,32.0,0,1,Rare,1,1,1
634,1,0,30.0,0,0,Mr,8,1,1
635,3,1,9.0,2,0,Miss,8,6,0
636,2,1,28.0,0,0,Miss,8,1,1
637,3,0,32.0,0,0,Mr,8,1,1
638,2,0,31.0,1,0,Mr,8,3,0
639,3,1,41.0,5,0,Mrs,8,6,0
640,3,0,30.0,0,0,Mr,8,2,0
641,3,0,20.0,0,0,Mr,8,1,1
642,1,1,24.0,0,1,Miss,1,1,1
643,3,1,2.0,2,0,Miss,8,6,0
644,3,0,30.0,0,0,Mr,8,1,1
645,3,1,0.75,1,1,Miss,8,4,0
646,1,0,48.0,0,1,Mr,3,2,0
647,3,0,19.0,0,0,Mr,8,1,1
648,1,0,56.0,0,1,Rare,0,1,1
649,3,0,30.0,0,0,Mr,8,1,1
650,3,1,23.0,0,0,Miss,8,1,1
651,3,0,30.0,0,0,Mr,8,1,1
652,2,1,18.0,1,0,Miss,8,2,0
653,3,0,21.0,0,0,Mr,8,1,1
654,3,1,21.0,0,2,Miss,8,1,1
655,3,1,18.0,0,2,Miss,8,1,1
656,2,0,24.0,0,0,Mr,8,3,0
657,3,0,30.0,0,0,Mr,8,1,1
658,3,1,32.0,1,2,Mrs,8,3,0
659,2,0,23.0,0,0,Mr,8,1,1
660,1,0,58.0,2,1,Mr,3,3,0
661,1,0,50.0,0,0,Rare,8,3,0
662,3,0,40.0,0,1,Mr,8,1,1
663,1,0,47.0,0,0,Mr,4,1,1
664,3,0,36.0,0,0,Mr,8,1,1
665,3,0,20.0,0,0,Mr,8,2,0
666,2,0,32.0,0,0,Mr,8,3,0
667,2,0,25.0,0,0,Mr,8,1,1
668,3,0,30.0,0,0,Mr,8,1,1
669,3,0,43.0,0,0,Mr,8,1,1
670,1,1,35.0,0,0,Mrs,2,2,0
671,2,1,40.0,1,0,Mrs,8,3,0
672,1,0,31.0,0,0,Mr,1,2,0
673,2,0,70.0,0,0,Mr,8,1,1
674,2,0,31.0,0,0,Mr,8,1,1
675,2,0,30.0,0,0,Mr,8,1,1
676,3,0,18.0,0,0,Mr,8,1,1
677,3,0,24.5,0,0,Mr,8,1,1
678,3,1,18.0,0,0,Miss,8,1,1
679,3,1,43.0,6,0,Mrs,8,8,0
680,1,0,36.0,1,1,Mr,1,2,0
681,3,1,21.0,0,2,Miss,8,1,1
682,1,0,27.0,0,1,Mr,3,1,1
683,3,0,20.0,0,0,Mr,8,1,1
684,3,0,14.0,2,0,Mr,8,8,0
685,2,0,60.0,1,0,Mr,8,3,0
686,2,0,25.0,2,1,Mr,8,4,0
687,3,0,14.0,1,0,Mr,8,6,0
688,3,0,19.0,0,0,Mr,8,1,1
689,3,0,18.0,0,0,Mr,8,1,1
690,1,1,15.0,1,0,Miss,1,2,0
691,1,0,31.0,0,0,Mr,1,2,0
692,3,1,4.0,1,1,Miss,8,2,0
693,3,0,30.0,0,0,Mr,8,1,1
694,3,0,25.0,0,1,Mr,8,1,1
695,1,0,60.0,0,0,Rare,8,1,1
696,2,0,52.0,0,0,Mr,8,1,1
697,3,0,44.0,0,0,Mr,8,1,1
698,3,1,21.0,0,2,Miss,8,1,1
699,1,0,49.0,1,1,Mr,2,3,0
700,3,0,42.0,0,0,Mr,5,1,1
701,1,1,18.0,0,1,Mrs,2,2,0
702,1,0,35.0,0,0,Mr,4,1,1
703,3,1,18.0,1,1,Miss,8,2,0
704,3,0,25.0,0,2,Mr,8,1,1
705,3,0,26.0,0,0,Mr,8,2,0
706,2,0,39.0,0,0,Mr,8,1,1
707,2,1,45.0,0,0,Mrs,8,1,1
708,1,0,42.0,0,0,Mr,4,1,1
709,1,1,22.0,0,0,Miss,8,1,1
710,3,0,3.5,1,1,Master,8,3,0
711,1,1,24.0,0,1,Miss,2,1,1
712,1,0,30.0,0,0,Mr,2,1,1
713,1,0,48.0,0,0,Mr,2,2,0
714,3,0,29.0,0,0,Mr,8,1,1
715,2,0,52.0,0,0,Mr,8,1,1
716,3,0,19.0,0,0,Mr,5,1,1
717,1,1,38.0,0,1,Miss,2,1,1
718,2,1,27.0,0,0,Miss,4,1,1
719,3,0,30.0,0,2,Mr,8,1,1
720,3,0,33.0,0,0,Mr,8,1,1
721,2,1,6.0,1,0,Miss,8,2,0
722,3,0,17.0,0,0,Mr,8,2,0
723,2,0,34.0,0,0,Mr,8,1,1
724,2,0,50.0,0,0,Mr,8,1,1
725,1,0,27.0,0,0,Mr,4,2,0
726,3,0,20.0,0,0,Mr,8,1,1
727,2,1,30.0,0,0,Mrs,8,4,0
728,3,1,21.0,0,2,Miss,8,1,1
729,2,0,25.0,0,0,Mr,8,2,0
730,3,1,25.0,0,0,Miss,8,2,0
731,1,1,29.0,0,0,Miss,1,1,1
732,3,0,11.0,0,1,Mr,8,1,1
733,2,0,30.0,0,0,Mr,8,1,1
734,2,0,23.0,0,0,Mr,8,1,1
735,2,0,23.0,0,0,Mr,8,1,1
736,3,0,28.5,0,0,Mr,8,1,1
737,3,1,48.0,3,0,Mrs,8,5,0
738,1,0,35.0,0,1,Mr,1,1,1
739,3,0,30.0,0,0,Mr,8,1,1
740,3,0,30.0,0,0,Mr,8,1,1
741,1,0,30.0,0,0,Mr,3,1,1
742,1,0,36.0,0,0,Mr,2,2,0
743,1,1,21.0,2,1,Miss,1,5,0
744,3,0,24.0,0,0,Mr,8,2,0
745,3,0,31.0,0,0,Mr,8,1,1
746,1,0,70.0,1,0,Rare,1,3,0
747,3,0,16.0,1,0,Mr,8,3,0
748,2,1,30.0,0,0,Miss,8,1,1
749,1,0,19.0,0,0,Mr,3,2,0
750,3,0,31.0,0,2,Mr,8,1,1
751,2,1,4.0,1,0,Miss,8,3,0
752,3,0,6.0,1,0,Master,4,2,0
753,3,0,33.0,0,0,Mr,8,1,1
754,3,0,23.0,0,0,Mr,8,1,1
755,2,1,48.0,2,0,Mrs,8,4,0
756,2,0,0.67,1,0,Master,8,3,0
757,3,0,28.0,0,0,Mr,8,1,1
758,2,0,18.0,0,0,Mr,8,1,1
759,3,0,34.0,0,0,Mr,8,1,1
760,1,1,33.0,0,0,Rare,1,1,1
761,3,0,30.0,0,0,Mr,8,1,1
762,3,0,41.0,0,0,Mr,8,1,1
763,3,0,20.0,0,1,Mr,8,1,1
764,1,1,36.0,2,0,Mrs,1,4,0
765,3,0,16.0,0,0,Mr,8,1,1
766,1,1,51.0,0,0,Mrs,3,2,0
767,1,0,49.0,0,1,Rare,8,1,1
768,3,1,30.5,0,2,Miss,8,1,1
769,3,0,30.0,0,2,Mr,8,2,0
770,3,0,32.0,0,0,Mr,8,1,1
771,3,0,24.0,0,0,Mr,8,1,1
772,3,0,48.0,0,0,Mr,8,1,1
773,2,1,57.0,0,0,Mrs,4,1,1
774,3,0,30.0,0,1,Mr,8,1,1
775,2,1,54.0,3,0,Mrs,8,5,0
776,3,0,18.0,0,0,Mr,8,1,1
777,3,0,30.0,0,2,Mr,5,1,1
778,3,1,5.0,0,0,Miss,8,1,1
779,3,0,30.0,0,2,Mr,8,1,1
780,1,1,43.0,1,0,Mrs,1,2,0
781,3,1,13.0,0,1,Miss,8,1,1
782,1,1,17.0,0,0,Mrs,1,2,0
783,1,0,29.0,0,0,Mr,3,1,1
784,3,0,30.0,2,0,Mr,8,4,0
785,3,0,25.0,0,0,Mr,8,1,1
786,3,0,25.0,0,0,Mr,8,1,1
787,3,1,18.0,0,0,Miss,8,1,1
788,3,0,8.0,1,2,Master,8,6,0
789,3,0,1.0,2,0,Master,8,4,0
790,1,0,46.0,0,1,Mr,1,1,1
791,3,0,30.0,0,2,Mr,8,1,1
792,2,0,16.0,0,0,Mr,8,1,1
793,3,1,21.0,2,0,Miss,8,11,0
794,1,0,30.0,0,1,Mr,8,1,1
795,3,0,25.0,0,0,Mr,8,1,1
796,2,0,39.0,0,0,Mr,8,1,1
797,1,1,49.0,0,0,Rare,3,1,1
798,3,1,31.0,0,0,Mrs,8,1,1
799,3,0,30.0,0,1,Mr,8,1,1
800,3,1,30.0,1,0,Mrs,8,3,0
801,2,0,34.0,0,0,Mr,8,1,1
802,2,1,31.0,1,0,Mrs,8,3,0
803,1,0,11.0,2,0,Master,1,4,0
804,3,0,0.42,1,1,Master,8,2,0
805,3,0,27.0,0,0,Mr,8,1,1
806,3,0,31.0,0,0,Mr,8,1,1
807,1,0,39.0,0,0,Mr,0,1,1
808,3,1,18.0,0,0,Miss,8,1,1
809,2,0,39.0,0,0,Mr,8,1,1
810,1,1,33.0,0,0,Mrs,4,2,0
811,3,0,26.0,0,0,Mr,8,1,1
812,3,0,39.0,0,0,Mr,8,1,1
813,2,0,35.0,0,0,Mr,8,1,1
814,3,1,6.0,2,0,Miss,8,7,0
815,3,0,30.5,0,0,Mr,8,1,1
816,1,0,30.0,0,0,Mr,1,1,1
817,3,1,23.0,0,0,Miss,8,1,1
818,2,0,31.0,1,1,Mr,8,3,0
819,3,0,43.0,0,0,Mr,8,1,1
820,3,0,10.0,2,0,Master,8,6,0
821,1,1,52.0,1,0,Mrs,1,3,0
822,3,0,27.0,0,0,Mr,8,1,1
823,1,0,38.0,0,0,Rare,8,1,1
824,3,1,27.0,1,0,Mrs,4,2,0
825,3,0,2.0,1,0,Master,8,6,0
826,3,0,30.0,0,2,Mr,8,1,1
827,3,0,30.0,0,0,Mr,8,1,1
828,2,0,1.0,2,1,Master,8,3,0
829,3,0,30.0,0,2,Mr,8,1,1
830,1,1,62.0,0,0,Mrs,1,1,1
831,3,1,15.0,0,1,Mrs,8,2,0
832,2,0,0.83,1,0,Master,8,3,0
833,3,0,30.0,0,1,Mr,8,1,1
834,3,0,23.0,0,0,Mr,8,1,1
835,3,0,18.0,0,0,Mr,8,1,1
836,1,1,39.0,1,1,Miss,4,3,0
837,3,0,21.0,0,0,Mr,8,1,1
838,3,0,30.0,0,0,Mr,8,1,1
839,3,0,32.0,0,0,Mr,8,1,1
840,1,0,30.0,0,1,Mr,2,1,1
841,3,0,20.0,0,0,Mr,8,1,1
842,2,0,16.0,0,0,Mr,8,1,1
843,1,1,30.0,0,1,Miss,8,1,1
844,3,0,34.5,0,1,Mr,8,1,1
845,3,0,17.0,0,0,Mr,8,1,1
846,3,0,42.0,0,0,Mr,8,1,1
847,3,0,30.0,2,0,Mr,8,11,0
848,3,0,35.0,0,1,Mr,8,1,1
849,2,0,28.0,1,0,Rare,8,2,0
850,1,1,35.0,0,1,Mrs,2,2,0
851,3,0,4.0,2,0,Master,8,7,0
852,3,0,74.0,0,0,Mr,8,1,1
853,3,1,9.0,1,1,Miss,8,3,0
854,1,1,16.0,1,0,Miss,3,2,0
855,2,1,44.0,0,0,Mrs,8,2,0
856,3,1,18.0,1,0,Mrs,8,2,0
857,1,1,45.0,1,0,Mrs,8,3,0
858,1,0,51.0,0,0,Mr,4,1,1
859,3,1,24.0,3,1,Mrs,8,4,0
860,3,0,30.0,0,1,Mr,8,1,1
861,3,0,41.0,0,0,Mr,8,3,0
862,2,0,21.0,0,0,Mr,8,2,0
863,1,1,48.0,0,0,Mrs,3,1,1
864,3,1,21.0,2,0,Miss,8,11,0
865,2,0,24.0,0,0,Mr,8,1,1
866,2,1,42.0,0,0,Mrs,8,1,1
867,2,1,27.0,0,1,Miss,8,2,0
868,1,0,31.0,0,0,Mr,0,1,1
869,3,0,30.0,0,0,Mr,8,1,1
870,3,0,4.0,1,0,Master,8,3,0
871,3,0,26.0,0,0,Mr,8,1,1
872,1,1,47.0,1,0,Mrs,3,3,0
873,1,0,33.0,0,0,Mr,1,1,1
874,3,0,47.0,0,0,Mr,8,1,1
875,2,1,28.0,0,1,Mrs,8,2,0
876,3,1,15.0,0,1,Miss,8,1,1
877,3,0,20.0,0,0,Mr,8,1,1
878,3,0,19.0,0,0,Mr,8,1,1
879,3,0,30.0,0,0,Mr,8,1,1
880,1,1,56.0,1,1,Mrs,2,2,0
881,2,1,25.0,1,0,Mrs,8,2,0
882,3,0,33.0,0,0,Mr,8,1,1
883,3,1,22.0,0,0,Miss,8,1,1
884,2,0,28.0,0,0,Mr,8,1,1
885,3,0,25.0,0,0,Mr,8,1,1
886,3,1,39.0,5,2,Mrs,8,6,0
887,2,0,27.0,0,0,Rare,8,1,1
888,1,1,19.0,0,0,Miss,1,1,1
889,3,1,21.0,2,0,Miss,8,4,0
890,1,0,26.0,0,1,Mr,2,1,1
891,3,0,32.0,0,2,Mr,8,1,1
